sender,receiver,amount,timestamp,type,is_fraud
U528,U180,3677.73,2025-10-04 14:15:52,payment,0
U292,U209,19089.89,2025-10-11 23:25:30,payment,0
U926,U506,8067.28,2025-10-28 03:50:07,payment,0
U467,U318,13692.71,2025-10-23 14:13:34,cash_in,0
U404,U3,5533.01,2025-10-26 22:30:10,transfer,0
U95,U686,14654.29,2025-10-28 23:29:03,transfer,0
U1,U42,401.5,2025-10-09 03:30:22,payment,0
U482,U149,1532.41,2025-10-18 20:16:04,payment,0
U837,U453,17795.63,2025-10-26 09:28:48,cash_in,0
U27,U125,17108.32,2025-10-05 03:47:22,cash_in,0
U216,U124,9394.26,2025-10-18 19:43:38,cash_in,0
U100,U746,8142.01,2025-10-14 02:34:13,payment,0
U548,U264,4832.46,2025-10-26 06:22:50,payment,0
U49,U550,14991.66,2025-10-10 12:09:41,transfer,0
U331,U452,14961.86,2025-10-22 10:01:21,cash_in,0
U927,U176,3146.21,2025-10-27 05:00:38,payment,0
U773,U941,18132.24,2025-10-15 23:26:16,cash_in,0
U269,U469,10329.66,2025-10-25 03:44:58,transfer,0
U538,U478,17001.39,2025-10-29 09:13:02,cash_in,0
U665,U667,1369.74,2025-10-21 13:33:03,payment,0
U849,U991,14936.35,2025-10-22 09:36:40,transfer,0
U860,U515,14260.11,2025-10-07 17:10:28,payment,0
U111,U643,10370.09,2025-10-04 02:28:34,transfer,0
U483,U742,17171.47,2025-10-13 10:04:23,transfer,0
U330,U639,16592.95,2025-10-23 15:59:10,payment,0
U921,U620,2337.25,2025-10-26 05:10:37,transfer,0
U847,U28,16104.36,2025-10-06 09:56:57,transfer,0
U615,U191,9075.86,2025-10-25 04:48:48,transfer,0
U696,U582,9884.13,2025-10-12 23:52:06,transfer,0
U622,U211,7465.49,2025-10-04 18:07:38,payment,0
U907,U209,7489.03,2025-10-21 22:48:17,payment,0
U707,U889,1974.89,2025-10-25 00:59:45,cash_in,0
U536,U265,17026.36,2025-10-17 13:03:31,transfer,0
U611,U482,12317.74,2025-10-01 19:50:15,cash_in,0
U86,U80,4656.56,2025-10-22 01:35:44,payment,0
U187,U186,9136.13,2025-10-09 16:39:22,transfer,0
U74,U924,17997.34,2025-10-22 08:49:14,transfer,0
U478,U864,2943.08,2025-10-03 16:09:15,cash_in,0
U628,U668,8101.84,2025-10-08 02:31:15,cash_in,0
U622,U186,18966.0,2025-10-01 06:47:19,transfer,0
U996,U714,8270.5,2025-10-05 11:45:15,cash_in,0
U16,U762,16606.73,2025-10-08 08:54:54,transfer,0
U813,U157,6555.73,2025-10-17 04:18:05,transfer,0
U158,U294,4333.26,2025-10-07 19:03:43,cash_in,0
U826,U192,8823.6,2025-10-04 11:52:57,cash_in,0
U345,U940,1053.99,2025-10-03 06:56:58,cash_in,0
U88,U396,7000.31,2025-10-12 22:40:04,transfer,0
U240,U726,176.13,2025-10-01 06:42:18,cash_in,0
U46,U278,10280.45,2025-10-01 16:41:38,transfer,0
U807,U3,13308.43,2025-10-25 10:32:07,cash_in,0
U217,U448,859.61,2025-10-08 14:32:50,payment,0
U814,U348,19360.01,2025-10-12 04:55:57,transfer,0
U988,U866,16470.41,2025-10-16 08:34:06,cash_in,0
U985,U475,19289.63,2025-10-09 12:17:00,cash_in,0
U653,U641,9799.81,2025-10-04 14:28:24,payment,0
U221,U326,18072.28,2025-10-25 10:58:11,transfer,0
U45,U519,14886.43,2025-10-19 17:49:28,payment,0
U407,U974,15301.47,2025-10-05 15:03:47,payment,0
U626,U977,5743.31,2025-10-17 16:21:55,payment,0
U949,U357,9383.09,2025-10-03 06:38:59,cash_in,0
U480,U962,1955.51,2025-10-19 21:57:22,cash_in,0
U616,U521,16763.27,2025-10-26 14:03:54,payment,0
U841,U575,15505.76,2025-10-11 13:29:09,transfer,0
U346,U427,14928.22,2025-10-26 22:52:30,payment,0
U604,U69,13993.36,2025-10-20 01:08:35,cash_in,0
U390,U139,6046.18,2025-10-13 07:28:40,payment,0
U383,U976,2527.63,2025-10-14 12:28:54,cash_in,0
U668,U67,7368.86,2025-10-17 07:47:52,payment,0
U63,U788,8497.74,2025-10-16 22:42:04,transfer,0
U769,U382,4368.77,2025-10-01 16:37:10,transfer,0
U343,U873,6644.33,2025-10-27 12:53:31,transfer,0
U948,U714,17052.79,2025-10-15 12:15:30,payment,0
U322,U32,1742.39,2025-10-18 01:44:43,payment,0
U835,U229,10317.34,2025-10-16 07:45:46,payment,0
U279,U932,13506.22,2025-10-03 12:10:42,payment,0
U585,U600,9637.48,2025-10-24 18:30:31,transfer,0
U342,U821,606.97,2025-10-28 01:06:16,cash_in,0
U174,U540,8962.95,2025-10-11 21:48:50,payment,0
U100,U85,2211.32,2025-10-14 06:17:34,payment,0
U78,U997,6125.73,2025-10-02 00:59:49,payment,0
U101,U837,11675.38,2025-10-02 01:28:10,transfer,0
U728,U88,14129.7,2025-10-07 08:26:15,transfer,0
U858,U210,3362.95,2025-10-19 11:14:39,payment,0
U203,U89,1635.92,2025-10-12 05:38:41,transfer,0
U544,U305,3141.35,2025-10-28 06:09:05,cash_in,0
U64,U241,175.35,2025-10-18 03:01:54,transfer,0
U87,U668,12875.2,2025-10-19 22:01:02,cash_in,0
U191,U449,19499.62,2025-10-20 06:46:25,payment,0
U914,U717,8763.24,2025-10-16 03:35:50,cash_in,0
U99,U641,17154.67,2025-10-16 08:03:47,payment,0
U680,U185,9812.7,2025-10-15 05:50:52,payment,0
U16,U87,19310.88,2025-10-06 18:32:24,transfer,0
U777,U345,15482.39,2025-10-05 13:34:24,cash_in,0
U529,U973,15566.15,2025-10-28 16:43:30,transfer,0
U61,U492,7669.04,2025-10-04 15:27:08,cash_in,0
U609,U262,5198.01,2025-10-09 14:09:14,transfer,0
U26,U906,8118.59,2025-10-05 23:08:00,payment,0
U65,U423,2357.09,2025-10-29 06:04:48,cash_in,0
U33,U464,13671.7,2025-10-05 06:41:36,cash_in,0
U320,U37,6235.14,2025-10-25 00:02:00,payment,0
U6,U922,8981.07,2025-10-23 23:22:43,payment,0
U298,U891,16493.46,2025-10-15 17:31:40,payment,0
U349,U189,16494.83,2025-10-04 06:03:16,payment,0
U530,U849,6658.39,2025-10-14 22:53:20,cash_in,0
U103,U844,1616.35,2025-10-23 18:14:46,payment,0
U141,U443,10508.96,2025-10-18 13:37:46,transfer,0
U290,U159,6517.74,2025-10-17 13:51:38,cash_in,0
U125,U276,7832.66,2025-10-01 06:20:13,transfer,0
U417,U642,2770.41,2025-10-01 06:46:23,cash_in,0
U750,U933,17267.51,2025-10-07 21:45:08,cash_in,0
U424,U139,17196.77,2025-10-13 00:59:35,payment,0
U918,U841,256.24,2025-10-10 09:04:21,cash_in,0
U271,U574,11528.73,2025-10-13 02:55:58,transfer,0
U326,U676,15830.82,2025-10-15 00:47:56,payment,0
U565,U1000,14965.8,2025-10-23 23:48:55,payment,0
U278,U651,11463.84,2025-10-15 01:22:44,cash_in,0
U384,U539,2319.67,2025-10-14 16:56:15,cash_in,0
U659,U561,11866.2,2025-10-22 05:25:59,payment,0
U109,U446,10692.18,2025-10-01 06:48:44,cash_in,0
U803,U139,19114.33,2025-10-16 10:19:42,transfer,0
U746,U653,16520.25,2025-10-19 12:34:08,transfer,0
U559,U594,13438.02,2025-10-23 18:21:47,payment,0
U913,U910,14403.63,2025-10-26 03:30:17,cash_in,0
U874,U265,17597.4,2025-10-26 03:46:23,transfer,0
U431,U904,5341.78,2025-10-27 06:03:28,transfer,0
U377,U746,12821.11,2025-10-16 15:27:50,transfer,0
U630,U757,10048.85,2025-10-04 03:22:17,transfer,0
U290,U979,10354.2,2025-10-01 14:02:53,cash_in,0
U307,U236,14091.05,2025-10-26 00:06:53,transfer,0
U262,U512,17770.72,2025-10-29 19:15:11,transfer,0
U189,U441,7495.26,2025-10-20 21:27:05,cash_in,0
U864,U16,12498.72,2025-10-04 19:49:16,transfer,0
U574,U515,3467.07,2025-10-20 17:16:14,payment,0
U712,U450,3828.7,2025-10-09 03:04:07,transfer,0
U476,U394,19491.92,2025-10-12 04:02:08,payment,0
U705,U482,6169.92,2025-10-19 09:43:54,payment,0
U301,U638,13159.69,2025-10-09 09:55:09,cash_in,0
U449,U726,10533.97,2025-10-28 03:40:56,payment,0
U975,U843,682.91,2025-10-25 10:35:58,payment,0
U288,U406,1923.05,2025-10-14 22:38:12,payment,0
U336,U796,14737.61,2025-10-19 19:43:22,payment,0
U267,U86,1570.03,2025-10-12 07:28:52,cash_in,0
U588,U77,530.82,2025-10-11 03:16:25,transfer,0
U987,U677,13602.48,2025-10-14 13:06:47,payment,0
U589,U493,16971.44,2025-10-13 06:49:24,transfer,0
U523,U749,801.25,2025-10-28 19:35:59,transfer,0
U822,U512,19978.53,2025-10-01 07:56:10,transfer,0
U211,U779,18860.72,2025-10-16 21:37:10,transfer,0
U260,U723,6820.33,2025-10-12 16:53:51,transfer,0
U927,U640,15813.21,2025-10-23 23:31:01,cash_in,0
U730,U236,15156.67,2025-10-18 06:47:21,cash_in,0
U640,U1000,11249.87,2025-10-15 16:01:59,transfer,0
U985,U372,13289.5,2025-10-20 05:57:26,transfer,0
U669,U812,10695.74,2025-10-02 19:19:52,cash_in,0
U314,U697,13106.97,2025-10-14 01:39:04,cash_in,0
U712,U976,7271.0,2025-10-29 09:36:34,transfer,0
U98,U711,10930.6,2025-10-09 21:10:58,payment,0
U864,U668,7181.37,2025-10-07 03:31:08,cash_in,0
U778,U860,5737.29,2025-10-07 14:32:13,payment,0
U718,U411,4786.2,2025-10-08 21:52:40,transfer,0
U942,U475,4667.54,2025-10-10 15:02:31,payment,0
U630,U912,7438.92,2025-10-09 01:20:26,transfer,0
U632,U637,8590.0,2025-10-06 11:43:45,cash_in,0
U974,U771,12369.43,2025-10-24 01:14:55,payment,0
U661,U655,1100.86,2025-10-16 09:36:09,cash_in,0
U819,U651,14553.62,2025-10-11 09:05:59,transfer,0
U233,U60,16287.17,2025-10-21 21:59:49,cash_in,0
U91,U21,7568.11,2025-10-21 17:43:17,cash_in,0
U59,U308,18339.5,2025-10-28 20:37:43,payment,0
U357,U957,6185.26,2025-10-04 21:01:33,payment,0
U661,U146,17320.43,2025-10-09 13:43:08,payment,0
U400,U456,8696.62,2025-10-23 18:28:43,cash_in,0
U259,U25,5707.03,2025-10-02 23:30:02,transfer,0
U830,U270,9465.28,2025-10-28 02:01:46,cash_in,0
U723,U538,18620.06,2025-10-04 14:54:02,transfer,0
U605,U711,1376.76,2025-10-04 10:13:28,transfer,0
U625,U359,1776.56,2025-10-17 05:55:37,transfer,0
U810,U276,2695.85,2025-10-04 12:29:49,cash_in,0
U160,U83,15887.55,2025-10-12 15:46:31,transfer,0
U51,U998,12821.76,2025-10-08 14:12:29,payment,0
U438,U53,19814.21,2025-10-07 22:18:28,cash_in,0
U95,U124,2659.08,2025-10-26 21:42:34,cash_in,0
U842,U657,17219.33,2025-10-23 07:28:43,cash_in,0
U987,U77,2114.89,2025-10-01 18:24:31,payment,0
U30,U428,16186.2,2025-10-28 13:31:22,payment,0
U423,U595,11909.07,2025-10-11 18:37:11,cash_in,0
U398,U401,8371.81,2025-10-26 05:05:56,transfer,0
U982,U688,18010.33,2025-10-04 12:08:53,cash_in,0
U739,U229,1852.09,2025-10-19 14:18:30,transfer,0
U463,U715,2128.21,2025-10-18 10:12:07,payment,0
U794,U465,8563.77,2025-10-07 19:52:19,transfer,0
U244,U988,3204.12,2025-10-18 04:43:23,payment,0
U432,U752,11246.22,2025-10-26 05:01:13,payment,0
U183,U175,1722.03,2025-10-29 09:27:13,transfer,0
U31,U82,11652.97,2025-10-18 23:07:04,transfer,0
U606,U770,3312.68,2025-10-18 15:14:17,transfer,0
U512,U29,9379.23,2025-10-20 05:30:36,payment,0
U86,U904,13330.69,2025-10-24 19:04:23,payment,0
U955,U124,1597.22,2025-10-27 15:36:40,cash_in,0
U986,U178,14704.24,2025-10-06 19:03:26,cash_in,0
U188,U481,9017.28,2025-10-13 10:48:38,transfer,0
U831,U179,9612.69,2025-10-28 16:49:07,payment,0
U125,U615,2597.27,2025-10-14 16:26:02,cash_in,0
U578,U635,2348.23,2025-10-02 09:09:03,transfer,0
U317,U842,19290.47,2025-10-13 13:07:31,transfer,0
U461,U472,11399.25,2025-10-23 05:09:34,transfer,0
U801,U647,2987.05,2025-10-01 08:26:00,payment,0
U101,U810,15597.66,2025-10-04 03:04:43,payment,0
U23,U155,3457.75,2025-10-12 18:17:35,transfer,0
U213,U225,6291.09,2025-10-20 15:58:42,cash_in,0
U352,U181,13970.86,2025-10-07 07:27:55,transfer,0
U679,U179,9413.05,2025-10-26 03:55:50,cash_in,0
U232,U577,14075.23,2025-10-24 03:13:46,payment,0
U153,U842,7553.54,2025-10-10 20:09:56,cash_in,0
U316,U615,1864.0,2025-10-22 18:14:01,cash_in,0
U276,U656,7248.21,2025-10-18 17:01:44,payment,0
U446,U442,9955.09,2025-10-03 10:15:25,cash_in,0
U605,U501,14410.08,2025-10-12 22:05:40,cash_in,0
U180,U26,18083.07,2025-10-18 03:17:41,transfer,0
U452,U26,7264.95,2025-10-19 14:55:05,cash_in,0
U558,U80,16588.22,2025-10-07 06:04:21,payment,0
U717,U331,11611.57,2025-10-17 12:54:14,transfer,0
U226,U325,7409.55,2025-10-25 21:14:48,payment,0
U592,U868,15782.21,2025-10-28 01:27:32,transfer,0
U981,U483,9031.62,2025-10-05 06:59:54,transfer,0
U180,U909,16757.65,2025-10-08 00:01:57,cash_in,0
U695,U409,3068.54,2025-10-25 20:36:52,cash_in,0
U719,U353,5785.39,2025-10-14 00:21:49,transfer,0
U530,U253,7057.86,2025-10-07 13:49:02,cash_in,0
U1000,U966,9107.19,2025-10-27 05:13:31,transfer,0
U516,U917,9985.39,2025-10-21 05:24:25,transfer,0
U22,U533,4647.29,2025-10-09 13:22:25,transfer,0
U11,U953,16033.15,2025-10-08 19:58:17,cash_in,0
U318,U348,13937.45,2025-10-23 07:04:29,transfer,0
U655,U954,14983.09,2025-10-21 15:54:56,cash_in,0
U2,U736,7577.54,2025-10-27 16:09:22,cash_in,0
U937,U163,7731.68,2025-10-21 05:35:22,cash_in,0
U282,U772,16021.93,2025-10-12 12:52:18,payment,0
U716,U211,7239.45,2025-10-07 22:46:02,cash_in,0
U607,U822,14722.0,2025-10-19 01:33:45,cash_in,0
U363,U257,19852.3,2025-10-26 01:23:13,payment,0
U648,U780,5121.71,2025-10-10 21:10:39,transfer,0
U685,U583,2682.67,2025-10-07 04:54:56,cash_in,0
U673,U241,18132.19,2025-10-14 02:52:23,payment,0
U223,U325,15962.46,2025-10-27 23:03:48,transfer,0
U569,U101,7382.16,2025-10-15 10:39:26,transfer,0
U573,U780,8116.23,2025-10-03 16:43:25,transfer,0
U130,U993,2112.04,2025-10-05 10:26:14,transfer,0
U119,U739,18641.5,2025-10-22 05:55:39,transfer,0
U430,U735,13600.67,2025-10-01 17:18:33,transfer,0
U920,U170,1547.68,2025-10-05 13:34:06,cash_in,0
U13,U975,18561.45,2025-10-02 09:09:33,cash_in,0
U270,U686,3337.89,2025-10-09 12:13:23,cash_in,0
U240,U13,17455.45,2025-10-02 17:39:26,payment,0
U197,U683,5024.23,2025-10-06 00:37:20,transfer,0
U711,U622,18169.19,2025-10-24 09:59:10,payment,0
U652,U909,19099.65,2025-10-26 21:55:23,payment,0
U243,U320,10947.56,2025-10-01 07:03:55,transfer,0
U813,U272,9813.3,2025-10-25 19:34:07,transfer,0
U434,U358,14078.37,2025-10-07 05:43:24,payment,0
U438,U968,2830.47,2025-10-02 05:25:24,cash_in,0
U826,U760,13559.46,2025-10-26 19:27:16,payment,0
U37,U321,16863.23,2025-10-28 23:18:43,cash_in,0
U450,U888,19879.21,2025-10-12 12:03:43,transfer,0
U853,U956,11191.73,2025-10-22 00:39:58,cash_in,0
U849,U945,14031.16,2025-10-06 06:09:35,cash_in,0
U894,U693,1470.1,2025-10-23 20:58:11,cash_in,0
U193,U887,15382.44,2025-10-15 04:31:53,payment,0
U567,U61,1378.07,2025-10-03 17:06:15,cash_in,0
U734,U581,14025.02,2025-10-26 06:55:08,payment,0
U521,U789,9911.47,2025-10-07 14:03:11,transfer,0
U62,U633,2203.55,2025-10-03 12:21:58,cash_in,0
U520,U833,9848.94,2025-10-12 15:19:44,transfer,0
U319,U643,6456.76,2025-10-09 23:35:33,payment,0
U284,U253,15505.79,2025-10-26 13:27:42,transfer,0
U327,U54,13293.54,2025-10-15 05:56:04,transfer,0
U119,U867,3484.2,2025-10-26 15:47:07,payment,0
U48,U767,19861.0,2025-10-14 17:51:26,cash_in,0
U82,U937,2544.63,2025-10-07 02:07:56,cash_in,0
U839,U93,703.12,2025-10-21 00:28:01,transfer,0
U398,U265,18781.18,2025-10-25 20:27:27,cash_in,0
U93,U332,19895.49,2025-10-09 19:53:47,cash_in,0
U40,U971,19350.6,2025-10-07 02:06:06,cash_in,0
U375,U416,17608.09,2025-10-13 05:40:07,cash_in,0
U858,U295,8476.13,2025-10-15 20:04:32,payment,0
U506,U412,13860.7,2025-10-26 01:41:46,transfer,0
U858,U391,1174.51,2025-10-04 19:55:18,cash_in,0
U663,U363,19616.37,2025-10-10 22:11:30,cash_in,0
U12,U882,4334.95,2025-10-03 03:01:57,payment,0
U534,U18,1594.1,2025-10-10 17:40:39,transfer,0
U732,U790,16149.46,2025-10-20 23:01:45,payment,0
U826,U462,7480.72,2025-10-09 11:38:35,cash_in,0
U947,U82,18353.18,2025-10-28 15:01:15,cash_in,0
U487,U124,17413.44,2025-10-20 05:19:15,payment,0
U353,U292,3101.38,2025-10-21 02:34:01,transfer,0
U1,U676,11301.59,2025-10-26 14:29:27,transfer,0
U356,U848,366.88,2025-10-17 17:57:09,payment,0
U342,U690,9113.75,2025-10-18 07:27:47,cash_in,0
U717,U360,49.63,2025-10-16 02:53:23,transfer,0
U826,U114,2051.84,2025-10-20 19:25:49,cash_in,0
U769,U496,4244.69,2025-10-24 10:43:31,transfer,0
U984,U35,8883.77,2025-10-28 00:14:47,payment,0
U476,U555,1809.1,2025-10-05 19:04:26,cash_in,0
U142,U352,5528.08,2025-10-25 04:21:29,transfer,0
U126,U256,14635.78,2025-10-18 13:02:01,transfer,0
U102,U134,18622.33,2025-10-13 12:49:00,transfer,0
U182,U57,4795.14,2025-10-15 08:36:10,cash_in,0
U926,U20,11200.98,2025-10-19 01:30:09,payment,0
U414,U614,14771.44,2025-10-08 11:53:51,cash_in,0
U527,U96,8527.15,2025-10-22 02:45:48,transfer,0
U327,U840,27.21,2025-10-11 15:43:39,transfer,0
U15,U709,3178.18,2025-10-15 01:08:03,transfer,0
U60,U565,2767.58,2025-10-01 18:40:42,transfer,0
U150,U82,19674.41,2025-10-26 05:38:55,cash_in,0
U432,U952,15796.96,2025-10-04 19:45:27,transfer,0
U572,U315,16350.32,2025-10-24 10:51:58,transfer,0
U798,U509,11205.76,2025-10-06 05:53:16,cash_in,0
U522,U48,15298.37,2025-10-04 20:59:10,cash_in,0
U662,U762,19846.14,2025-10-06 09:08:04,cash_in,0
U118,U829,14094.7,2025-10-20 02:56:32,transfer,0
U165,U904,3411.49,2025-10-26 08:27:19,payment,0
U255,U812,8651.13,2025-10-05 01:44:48,payment,0
U616,U422,13747.57,2025-10-02 09:44:37,cash_in,0
U556,U983,4521.58,2025-10-09 20:30:36,payment,0
U821,U158,5109.6,2025-10-08 22:17:29,payment,0
U887,U941,17808.59,2025-10-14 01:01:14,transfer,0
U953,U340,5113.67,2025-10-23 17:48:26,transfer,0
U544,U926,11545.41,2025-10-24 11:29:55,cash_in,0
U629,U165,12806.55,2025-10-20 07:26:06,cash_in,0
U544,U335,5250.26,2025-10-27 01:55:21,transfer,0
U215,U91,10074.55,2025-10-27 09:22:10,payment,0
U72,U255,556.78,2025-10-16 15:46:42,transfer,0
U463,U692,9352.93,2025-10-08 13:38:14,payment,0
U612,U660,11867.44,2025-10-18 03:31:50,cash_in,0
U661,U916,5629.76,2025-10-03 13:28:57,cash_in,0
U918,U155,17069.63,2025-10-26 00:28:11,payment,0
U70,U431,18313.99,2025-10-26 12:53:39,cash_in,0
U546,U649,17741.89,2025-10-15 17:19:30,transfer,0
U376,U436,6162.66,2025-10-11 08:52:59,cash_in,0
U351,U722,4574.48,2025-10-28 20:40:27,transfer,0
U208,U932,9501.36,2025-10-17 07:33:23,payment,0
U617,U915,10823.04,2025-10-06 21:11:00,cash_in,0
U643,U374,17276.4,2025-10-11 17:29:06,payment,0
U658,U526,2801.33,2025-10-23 03:09:55,payment,0
U97,U653,3946.49,2025-10-29 13:12:24,cash_in,0
U931,U12,6596.84,2025-10-08 08:18:51,transfer,0
U950,U330,13130.97,2025-10-24 03:14:18,cash_in,0
U871,U607,19270.53,2025-10-10 17:21:12,payment,0
U966,U691,1048.64,2025-10-21 20:30:59,transfer,0
U863,U576,18043.13,2025-10-28 18:08:04,cash_in,0
U763,U964,6200.47,2025-10-17 19:22:32,transfer,0
U539,U316,14505.82,2025-10-28 11:38:35,transfer,0
U170,U300,16903.0,2025-10-29 13:35:57,transfer,0
U153,U197,3955.45,2025-10-25 07:45:53,cash_in,0
U300,U284,18445.23,2025-10-13 10:35:46,transfer,0
U459,U93,8788.76,2025-10-05 12:08:36,payment,0
U751,U127,1832.91,2025-10-22 19:35:13,payment,0
U700,U510,18147.65,2025-10-16 03:23:43,payment,0
U122,U532,11133.82,2025-10-20 02:45:42,cash_in,0
U202,U554,8725.04,2025-10-21 13:06:22,cash_in,0
U260,U225,766.34,2025-10-18 07:18:41,cash_in,0
U349,U877,14526.06,2025-10-02 20:34:37,transfer,0
U152,U525,18554.59,2025-10-24 09:39:24,cash_in,0
U713,U825,5446.11,2025-10-10 16:23:44,payment,0
U835,U23,8683.13,2025-10-14 05:07:21,cash_in,0
U457,U78,5953.5,2025-10-21 11:48:01,transfer,0
U365,U430,5387.69,2025-10-05 22:05:23,payment,0
U515,U255,7081.44,2025-10-11 22:55:07,transfer,0
U328,U748,220.29,2025-10-28 04:43:20,transfer,0
U239,U496,19349.43,2025-10-22 03:55:20,cash_in,0
U475,U862,8189.42,2025-10-23 03:34:43,cash_in,0
U295,U581,14922.2,2025-10-16 17:17:09,payment,0
U670,U922,11666.3,2025-10-22 10:38:25,cash_in,0
U545,U815,1262.81,2025-10-29 17:50:07,cash_in,0
U514,U759,8431.14,2025-10-28 07:56:18,cash_in,0
U453,U952,8196.32,2025-10-16 20:48:10,transfer,0
U705,U507,11777.31,2025-10-23 06:54:24,transfer,0
U459,U91,17133.22,2025-10-22 16:52:19,cash_in,0
U891,U118,2550.27,2025-10-23 13:25:04,cash_in,0
U673,U381,7445.57,2025-10-16 06:21:51,transfer,0
U244,U331,18104.84,2025-10-29 08:40:59,payment,0
U35,U610,13244.51,2025-10-18 12:53:10,payment,0
U563,U581,2673.56,2025-10-19 16:10:39,cash_in,0
U581,U444,16966.65,2025-10-19 12:28:53,transfer,0
U627,U576,7424.06,2025-10-02 03:56:58,transfer,0
U66,U190,3544.1,2025-10-14 20:39:22,payment,0
U277,U848,9707.08,2025-10-05 01:31:45,transfer,0
U25,U768,16598.52,2025-10-28 22:19:55,transfer,0
U364,U942,12373.08,2025-10-06 09:54:59,cash_in,0
U20,U15,2333.17,2025-10-26 18:58:03,cash_in,0
U686,U687,2410.15,2025-10-12 12:13:58,cash_in,0
U228,U823,19673.56,2025-10-10 10:34:26,cash_in,0
U611,U87,17668.01,2025-10-08 13:15:49,transfer,0
U946,U619,10478.75,2025-10-05 18:23:27,payment,0
U346,U122,17315.33,2025-10-20 02:09:11,transfer,0
U807,U773,16839.17,2025-10-09 09:29:53,payment,0
U558,U78,2211.83,2025-10-21 12:31:10,cash_in,0
U755,U25,5191.54,2025-10-20 21:07:39,transfer,0
U792,U535,8090.71,2025-10-16 01:43:13,payment,0
U571,U25,19410.52,2025-10-07 12:02:50,cash_in,0
U527,U280,574.81,2025-10-29 08:08:25,transfer,0
U431,U614,13582.33,2025-10-10 15:50:14,cash_in,0
U428,U981,7099.91,2025-10-07 18:47:46,transfer,0
U67,U694,6772.54,2025-10-06 17:13:18,transfer,0
U147,U767,6261.14,2025-10-08 02:01:36,cash_in,0
U904,U398,9439.27,2025-10-08 23:07:26,payment,0
U869,U927,4995.3,2025-10-06 12:04:28,payment,0
U617,U343,5058.37,2025-10-08 22:02:10,payment,0
U547,U800,8245.5,2025-10-16 23:40:51,transfer,0
U181,U832,19788.81,2025-10-13 12:05:17,transfer,0
U834,U888,891.83,2025-10-10 14:46:29,payment,0
U463,U643,10918.39,2025-10-23 05:28:30,transfer,0
U758,U853,19142.91,2025-10-23 14:45:14,cash_in,0
U794,U704,16714.87,2025-10-28 15:09:00,payment,0
U337,U588,14226.54,2025-10-26 14:52:26,payment,0
U35,U344,7749.98,2025-10-20 07:29:13,payment,0
U186,U400,6248.87,2025-10-06 13:50:20,payment,0
U52,U657,8460.69,2025-10-26 08:54:55,transfer,0
U462,U442,11445.17,2025-10-12 00:48:04,transfer,0
U840,U735,12118.71,2025-10-09 00:59:33,cash_in,0
U880,U900,7439.63,2025-10-09 20:47:37,cash_in,0
U51,U420,11787.42,2025-10-20 10:46:07,payment,0
U270,U513,11021.08,2025-10-28 13:46:25,payment,0
U643,U491,9892.54,2025-10-10 03:51:00,payment,0
U303,U624,11368.41,2025-10-29 01:52:58,transfer,0
U6,U75,16771.72,2025-10-17 04:43:23,transfer,0
U954,U326,7634.85,2025-10-22 17:14:02,transfer,0
U734,U638,15137.31,2025-10-09 01:06:30,cash_in,0
U8,U366,12397.81,2025-10-02 23:48:09,cash_in,0
U238,U314,3640.89,2025-10-17 10:13:29,transfer,0
U765,U46,2170.56,2025-10-14 01:55:23,transfer,0
U529,U960,1297.54,2025-10-10 23:23:46,payment,0
U863,U794,9849.23,2025-10-23 09:54:24,payment,0
U159,U563,16458.69,2025-10-11 01:28:08,cash_in,0
U343,U427,19683.27,2025-10-10 02:17:48,transfer,0
U21,U59,14148.45,2025-10-25 00:25:23,payment,0
U79,U953,2610.44,2025-10-28 08:44:53,transfer,0
U997,U194,14002.34,2025-10-04 16:17:23,transfer,0
U740,U38,10765.82,2025-10-10 22:28:47,transfer,0
U354,U985,10596.65,2025-10-03 14:05:08,payment,0
U578,U783,11356.73,2025-10-18 02:59:58,transfer,0
U992,U111,11930.34,2025-10-03 06:58:58,payment,0
U83,U636,7545.91,2025-10-16 02:54:40,payment,0
U625,U111,11087.12,2025-10-14 01:54:43,transfer,0
U815,U52,17943.14,2025-10-06 17:47:33,payment,0
U886,U621,2246.03,2025-10-21 04:08:33,payment,0
U549,U347,9022.41,2025-10-07 05:41:28,payment,0
U184,U522,1238.7,2025-10-17 07:02:34,transfer,0
U789,U820,5799.94,2025-10-21 19:03:31,payment,0
U784,U388,8814.77,2025-10-23 21:05:06,transfer,0
U547,U608,13047.38,2025-10-13 17:06:59,payment,0
U312,U633,10734.34,2025-10-18 04:24:47,cash_in,0
U849,U337,8723.43,2025-10-16 02:00:24,transfer,0
U613,U812,11175.39,2025-10-05 02:32:31,transfer,0
U540,U394,9325.66,2025-10-06 15:56:43,payment,0
U815,U691,7710.48,2025-10-15 22:56:50,transfer,0
U906,U615,8776.62,2025-10-15 03:35:26,payment,0
U697,U975,4765.57,2025-10-18 09:40:31,payment,0
U351,U466,5066.48,2025-10-21 14:47:48,transfer,0
U13,U789,16724.33,2025-10-16 10:58:57,transfer,0
U615,U755,6247.02,2025-10-22 13:14:45,transfer,0
U688,U277,14523.54,2025-10-07 11:52:49,transfer,0
U388,U319,9985.36,2025-10-03 05:57:12,payment,0
U169,U555,14555.16,2025-10-02 14:25:21,transfer,0
U366,U66,12067.63,2025-10-25 19:58:55,cash_in,0
U439,U755,17453.24,2025-10-13 00:44:40,cash_in,0
